date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:15	112594/112594	---M-Z	200	added ('OK')	application/javascript	etag:W/%221b7d2-194b7018248%22	https://www.statefarm.com/hplp/_next/static/chunks/polyfills-42372ed130431b0a.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:15	1955/1955	---M-Z	200	added ('OK')	application/javascript	etag:W/%227a3-194d0afa2d8%22	https://www.statefarm.com/hplp/_next/static/chunks/webpack-d33553f59c965ee8.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/webpack-d33553f59c965ee8.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:15	140001/140001	---M-Z	200	added ('OK')	application/javascript	etag:W/%22222e1-194d0afa2d8%22	https://www.statefarm.com/hplp/_next/static/chunks/framework-945b357d4a851f4b.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/framework-945b357d4a851f4b.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:16	125841/125841	---M-Z	200	added ('OK')	application/javascript	etag:W/%221eb91-195cd09dad0%22	https://www.statefarm.com/hplp/_next/static/chunks/main-bfec6eb59a11752d.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/main-bfec6eb59a11752d.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:16	656/656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22290-194d0afa2d8%22	https://www.statefarm.com/hplp/_next/static/chunks/pages/_app-9609b7ab9fa0683e.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/pages/_app-9609b7ab9fa0683e.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:16	305737/305737	---M-Z	200	added ('OK')	application/javascript	etag:W/%224aa49-194d0afa2d8%22	https://www.statefarm.com/hplp/_next/static/chunks/ea88be26-375858f3cf93f50c.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/ea88be26-375858f3cf93f50c.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:16	60417/60417	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ec01-196003f1b90%22	https://www.statefarm.com/hplp/_next/static/chunks/900-f3f105c24cb7ac80.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/900-f3f105c24cb7ac80.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:17	21943/21943	---M-Z	200	added ('OK')	application/javascript	etag:W/%2255b7-195c7a56848%22	https://www.statefarm.com/hplp/_next/static/chunks/6963-0c26c9041a0da752.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/6963-0c26c9041a0da752.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:17	16115/16115	---M-Z	200	added ('OK')	application/javascript	etag:W/%223ef3-195c7a56848%22	https://www.statefarm.com/hplp/_next/static/chunks/1012-e0d326743fbfab08.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/1012-e0d326743fbfab08.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:17	8253/8253	---M-Z	200	added ('OK')	application/javascript	etag:W/%22203d-195c7a56848%22	https://www.statefarm.com/hplp/_next/static/chunks/1833-9ad156dd618b2b09.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/1833-9ad156dd618b2b09.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:18	494/494	---M-Z	200	added ('OK')	application/javascript	etag:W/%221ee-195c7a56848%22	https://www.statefarm.com/hplp/_next/static/chunks/pages/insurance/auto/discounts/drive-safe-save-f53ec75dbfb41376.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/chunks/pages/insurance/auto/discounts/drive-safe-save-f53ec75dbfb41376.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:18	21800/21800	---M-Z	200	added ('OK')	application/javascript	etag:W/%225528-196003f1b90%22	https://www.statefarm.com/hplp/_next/static/hplpbfb42689/_buildManifest.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/hplpbfb42689/_buildManifest.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:18	5314/5314	---M-Z	200	added ('OK')	application/javascript	etag:W/%2214c2-196003fcf40%22	https://www.statefarm.com/hplp/_next/static/hplpbfb42689/_ssgManifest.js	C:/My%20Web%20Sites/dss/www.statefarm.com/hplp/_next/static/hplpbfb42689/_ssgManifest.js	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:18	3399/3399	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Nov%202022%2019:48:29%20GMT	https://www.statefarm.com/content/dam/sf-library/en-us/secure/legacy/state-farm/download-badge-ios.png	C:/My%20Web%20Sites/dss/www.statefarm.com/content/dam/sf-library/en-us/secure/legacy/state-farm/download-badge-ios.png	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:18	4261/4261	---M--	200	added ('OK')	image/png	date:Thu,%2018%20May%202023%2015:22:25%20GMT	https://www.statefarm.com/content/dam/sf-library/en-us/secure/legacy/state-farm/download-badge-google.png	C:/My%20Web%20Sites/dss/www.statefarm.com/content/dam/sf-library/en-us/secure/legacy/state-farm/download-badge-google.png	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:18	27964/27964	---M--	200	added ('OK')	image/png	date:Wed,%2013%20Mar%202024%2018:22:40%20GMT	https://www.statefarm.com/content/dam/sf-library/en-us/secure/legacy/team-west/dss-screenshot-m.png	C:/My%20Web%20Sites/dss/www.statefarm.com/content/dam/sf-library/en-us/secure/legacy/team-west/dss-screenshot-m.png	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:19	115305/115305	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Jan%202024%2022:21:26%20GMT	https://www.statefarm.com/content/dam/sf-library/en-us/secure/legacy/team-west/auto_redesign_agent_module_tablet.png	C:/My%20Web%20Sites/dss/www.statefarm.com/content/dam/sf-library/en-us/secure/legacy/team-west/auto_redesign_agent_module_tablet.png	(from https://www.statefarm.com/insurance/auto/discounts/drive-safe-save)
12:50:19	21256/21256	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Aug%202020%2016:19:33%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Reg.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Reg.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:19	27472/27472	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Aug%202020%2016:19:32%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Reg.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Reg.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:20	49592/49592	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Aug%202020%2016:19:19%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-Reg.ttf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-Reg.ttf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:20	69712/69712	---M-Z	200	added ('OK')	font/otf	date:Thu,%2013%20Aug%202020%2016:19:12%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-Reg.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-Reg.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:20	21392/21392	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Aug%202020%2016:19:26%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Demi.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Demi.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:20	26724/26724	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Aug%202020%2016:19:25%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Demi.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Demi.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:20	44448/44448	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Aug%202020%2016:19:15%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-Demi.ttf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-Demi.ttf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:21	70556/70556	---M-Z	200	added ('OK')	font/otf	date:Thu,%2013%20Aug%202020%2016:19:08%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-Demi.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-Demi.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:21	21248/21248	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Aug%202020%2016:19:22%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Bold.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Bold.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:21	26724/26724	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Aug%202020%2016:19:21%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Bold.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Bold.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:22	44492/44492	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Aug%202020%2016:19:13%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-Bold.ttf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-Bold.ttf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:22	57160/57160	---M-Z	200	added ('OK')	font/otf	date:Thu,%2013%20Aug%202020%2016:19:06%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-Bold.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-Bold.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:22	21372/21372	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Aug%202020%2016:19:29%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Med.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Med.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:22	26892/26892	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Aug%202020%2016:19:28%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Med.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-Med.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:23	44908/44908	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Aug%202020%2016:19:17%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-Med.ttf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-Med.ttf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:23	70332/70332	---M-Z	200	added ('OK')	font/otf	date:Thu,%2013%20Aug%202020%2016:19:10%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-Med.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-Med.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:23	22300/22300	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Aug%202020%2016:19:35%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-RegItalic.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-RegItalic.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:23	28104/28104	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Aug%202020%2016:19:34%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-RegItalic.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-RegItalic.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:23	46764/46764	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Aug%202020%2016:19:20%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-RegItalic.ttf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-RegItalic.ttf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:24	71884/71884	---M-Z	200	added ('OK')	font/otf	date:Thu,%2013%20Aug%202020%2016:19:13%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-RegItalic.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-RegItalic.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:24	22640/22640	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Aug%202020%2016:19:28%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-DemiItalic.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-DemiItalic.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:24	28384/28384	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Aug%202020%2016:19:27%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-DemiItalic.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-DemiItalic.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:24	46748/46748	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Aug%202020%2016:19:16%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-DemiItalic.ttf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-DemiItalic.ttf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:25	73236/73236	---M-Z	200	added ('OK')	font/otf	date:Thu,%2013%20Aug%202020%2016:19:09%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-DemiItalic.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-DemiItalic.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:25	22224/22224	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Aug%202020%2016:19:24%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-BoldItalic.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-BoldItalic.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:25	27924/27924	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Aug%202020%2016:19:23%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-BoldItalic.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-BoldItalic.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:25	46096/46096	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Aug%202020%2016:19:14%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-BoldItalic.ttf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-BoldItalic.ttf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:25	58704/58704	---M-Z	200	added ('OK')	font/otf	date:Thu,%2013%20Aug%202020%2016:19:07%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-BoldItalic.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-BoldItalic.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:26	22636/22636	---M--	200	added ('OK')	font/woff2	date:Thu,%2013%20Aug%202020%2016:19:31%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-MedItalic.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-MedItalic.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:26	28536/28536	---M--	200	added ('OK')	font/woff	date:Thu,%2013%20Aug%202020%2016:19:30%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-MedItalic.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/woff/SFNewsGothic-MedItalic.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:26	46680/46680	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2013%20Aug%202020%2016:19:18%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-MedItalic.ttf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/ttf/SFNewsGothic-MedItalic.ttf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:26	72960/72960	---M-Z	200	added ('OK')	font/otf	date:Thu,%2013%20Aug%202020%2016:19:11%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-MedItalic.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/SFNewsGothic/otf/SFNewsGothic-MedItalic.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:26	31948/31948	---M--	200	added ('OK')	font/woff2	date:Mon,%2003%20Feb%202025%2021:55:11%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/Mecherle/woff/MecherleSans-Regular.woff2	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/Mecherle/woff/MecherleSans-Regular.woff2	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:27	38848/38848	---M--	200	added ('OK')	font/woff	date:Mon,%2003%20Feb%202025%2021:55:20%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/Mecherle/woff/MecherleSans-Regular.woff	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/Mecherle/woff/MecherleSans-Regular.woff	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
12:50:27	60940/60940	---M-Z	200	added ('OK')	font/otf	date:Mon,%2003%20Feb%202025%2021:55:20%20GMT	https://static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/Mecherle/otf/MecherleSans-Regular.otf	C:/My%20Web%20Sites/dss/static1.st8fm.com/en_US/dxl-1x/prod/css/fonts/Mecherle/otf/MecherleSans-Regular.otf	(from https://static1.st8fm.com/en_US/dxl-1x/prod/css/1x.core.css)
